technology_id,technology,year,technology_description,main_output_name,main_output_unit,capacity_unit,investment_per_unit_of_capacity_new_amount,investment_per_unit_of_capacity_new_unit,investment_per_unit_of_capacity_new_lower_limit,investment_per_unit_of_capacity_new_upper_limit,investment_per_unit_of_capacity_new_source,investment_per_unit_of_capacity_new_comment,investment_per_unit_of_capacity_refurbishment_amount,investment_per_unit_of_capacity_refurbishment_unit,investment_per_unit_of_capacity_refurbishment_lower_limit,investment_per_unit_of_capacity_refurbishment_upper_limit,investment_per_unit_of_capacity_refurbishment_source,investment_per_unit_of_capacity_refurbishment_comment,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount,annual_operating_and_maintenance_costs_per_unit_of_capacity_unit,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_lower_limit,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_upper_limit,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_source,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_comment,technical_lifetime_amount,technical_lifetime_unit,technical_lifetime_lower_limit,technical_lifetime_upper_limit,technical_lifetime_source,technical_lifetime_comment,name_of_input_1,input_1_amount,input_1_unit,input_1_lower_limit,input_1_upper_limit,input_1_source,input_1_comment,name_of_input_2,input_2_amount,input_2_unit,input_2_lower_limit,input_2_upper_limit,input_2_source,input_2_comment,name_of_input_3,input_3_amount,input_3_unit,input_3_lower_limit,input_3_upper_limit,input_3_source,input_3_comment,name_of_input_4,input_4_amount,input_4_unit,input_4_lower_limit,input_4_upper_limit,input_4_source,input_4_comment,name_of_input_5,input_5_amount,input_5_unit,input_5_lower_limit,input_5_upper_limit,input_5_source,input_5_comment,name_of_input_6,input_6_amount,input_6_unit,input_6_lower_limit,input_6_upper_limit,input_6_source,input_6_comment,name_of_input_7,input_7_amount,input_7_unit,input_7_lower_limit,input_7_upper_limit,input_7_source,input_7_comment,name_of_input_8,input_8_amount,input_8_unit,input_8_lower_limit,input_8_upper_limit,input_8_source,input_8_comment,name_of_input_9,input_9_amount,input_9_unit,input_9_lower_limit,input_9_upper_limit,input_9_source,input_9_comment,name_of_input_10,input_10_amount,input_10_unit,input_10_lower_limit,input_10_upper_limit,input_10_source,input_10_comment,name_of_input_11,input_11_amount,input_11_unit,input_11_lower_limit,input_11_upper_limit,input_11_source,input_11_comment,name_of_input_12,input_12_amount,input_12_unit,input_12_lower_limit,input_12_upper_limit,input_12_source,input_12_comment,name_of_output_1,output_1_amount,output_1_unit,output_1_lower_limit,output_1_upper_limit,output_1_source,output_1_comment,name_of_output_2,output_2_amount,output_2_unit,output_2_lower_limit,output_2_upper_limit,output_2_source,output_2_comment,name_of_output_3,output_3_amount,output_3_unit,output_3_lower_limit,output_3_upper_limit,output_3_source,output_3_comment,name_of_output_4,output_4_amount,output_4_unit,output_4_lower_limit,output_4_upper_limit,output_4_source,output_4_comment,name_of_output_5,output_5_amount,output_5_unit,output_5_lower_limit,output_5_upper_limit,output_5_source,output_5_comment,name_of_output_6,output_6_amount,output_6_unit,output_6_lower_limit,output_6_upper_limit,output_6_source,output_6_comment,name_of_output_7,output_7_amount,output_7_unit,output_7_lower_limit,output_7_upper_limit,output_7_source,output_7_comment,name_of_output_8,output_8_amount,output_8_unit,output_8_lower_limit,output_8_upper_limit,output_8_source,output_8_comment,name_of_output_9,output_9_amount,output_9_unit,output_9_lower_limit,output_9_upper_limit,output_9_source,output_9_comment,name_of_output_10,output_10_amount,output_10_unit,output_10_lower_limit,output_10_upper_limit,output_10_source,output_10_comment,name_of_output_11,output_11_amount,output_11_unit,output_11_lower_limit,output_11_upper_limit,output_11_source,output_11_comment,name_of_output_12,output_12_amount,output_12_unit,output_12_lower_limit,output_12_upper_limit,output_12_source,output_12_comment,co2_emissions_amount,co2_emissions_unit,co2_emissions_lower_limit,co2_emissions_upper_limit,co2_emissions_source,co2_emissions_comment,ch4_emissions_amount,ch4_emissions_unit,ch4_emissions_lower_limit,ch4_emissions_upper_limit,ch4_emissions_source,ch4_emissions_comment,n2o_emissions_amount,n2o_emissions_unit,n2o_emissions_lower_limit,n2o_emissions_upper_limit,n2o_emissions_source,n2o_emissions_comment,f_gases_emissions_amount,f_gases_emissions_unit,f_gases_emissions_lower_limit,f_gases_emissions_upper_limit,f_gases_emissions_source,f_gases_emissions_comment,trl_value,trl_source,trl_comment,main_output_id,input_1_id,input_2_id,input_3_id,input_4_id,input_5_id,input_6_id,input_7_id,input_8_id,input_9_id,input_10_id,input_11_id,input_12_id,output_1_id,output_2_id,output_3_id,output_4_id,output_5_id,output_6_id,output_7_id,output_8_id,output_9_id,output_10_id,output_11_id,output_12_id
TC0275,Brine centrifugation,2016,Centrifugation of brine to remove excess water,salt (98%),kt,kt salt (98%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,salt slurry (90%),1.09,kt,0,0,"Scherpbier and Eerens (2021), Decarbonisation options for the Dutch salt industry",0,electricity,0.00273,GJ,0,0,"Scherpbier and Eerens (2021), Decarbonisation options for the Dutch salt industry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,salt (98%),1,kt,0,0,0,0,mother liquor,0.164,kt,0,0,0,recycled to brine purification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0035,CD0400,CD0030,0,0,0,0,0,0,0,0,0,0,CD0035,CD0403,0,0,0,0,0,0,0,0,0,0
TC0276,Salt treatment,2016,Drying and sifting to remove excess water,salt (100%),kt,kt salt (100%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,salt (98%),1.03,kt,0,0,"Scherpbier and Eerens (2021), Decarbonisation options for the Dutch salt industry",0,heat,43.8,GJ,0,0,"Scherpbier and Eerens (2021), Decarbonisation options for the Dutch salt industry",0,electricity,0.00134,GJ,0,0,"Scherpbier and Eerens (2021), Decarbonisation options for the Dutch salt industry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,salt (100%),1,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0401,CD0035,CD0402,CD0030,0,0,0,0,0,0,0,0,0,CD0401,0,0,0,0,0,0,0,0,0,0,0
TC0277,Caustic soda preparation,2021,Dilution of caustic soda from 32% to 30%,Caustic soda (30%),kt,kt Caustic soda (30%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,yr,0,0,0,refurbishment interval,Steam (low pressure - 1-9 bar),184,GJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,3,GJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Caustic soda (32%),0.94,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Water,0.063,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caustic soda (30%),1,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0006,CD0005,CD0030,CD0009,CD0010,0,0,0,0,0,0,0,0,CD0006,0,0,0,0,0,0,0,0,0,0,0
TC0278,Brine preparation,2021,"Re-saturation of 17% brine to 23% by combination of water, dry salt and brine 17%",Brine (23%),kt,kt Brine (23%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,yr,0,0,0,refurbishment interval,Steam (low pressure - 1-9 bar),60,GJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,11.1,GJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Brine (17%),0.882,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Dry salt,0.08,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Water,0.0355,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brine (23%),1,kt,0,0,0,0,Chlorine (gas),0.27,tonne,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0007,CD0005,CD0030,CD0014,CD0031,CD0010,0,0,0,0,0,0,0,CD0007,CD0002,0,0,0,0,0,0,0,0,0,0
TC0279,Finite gap brine electrolysis,2021,"Electrolysis of brine to caustic soda, chlorine and hydrogen, with finite gap between anode and cathode",Chlorine (80%),kt,kt Chlorine (80%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,yr,0,0,0,refurbishment interval,Brine (23%),16.6,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,7.43,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Caustic soda (30%),32,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlorine (80%),1,kt,0,0,0,0,Caustic soda (32%),32.8,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Hydrogen (27%),0.0862,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Brine (17%),14.6,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Heat,1.82,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,Waste heat (<50C),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0012,CD0007,CD0030,CD0006,0,0,0,0,0,0,0,0,0,CD0012,CD0009,CD0405,CD0014,CD0402,0,0,0,0,0,0,0
TC0280,Zero gap brine electrolysis,2021,"Electrolysis of brine to caustic soda, chlorine and hydrogen, with zero gap between anode and cathode",Chlorine (80%),kt,kt Chlorine (80%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5% of investment,5,yr,0,0,0,refurbishment interval,Brine (23%),16.6,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,6.69,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Caustic soda (30%),32,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlorine (80%),1,kt,0,0,0,0,Caustic soda (32%),32.8,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Hydrogen (27%),0.0862,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Brine (17%),14.6,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Heat,1.64,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,Waste heat (<50C),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,Commercially available,CD0012,CD0007,CD0030,CD0006,0,0,0,0,0,0,0,0,0,CD0012,CD0009,CD0405,CD0014,CD0402,0,0,0,0,0,0,0
TC0281,Zero gap brine electrolysis with larger capacity,2021,"Electrolysis of brine to caustic soda, chlorine and hydrogen, with zero gap between anode and cathode and 10% higher capacity (for peak shaving purposes)",Chlorine (80%),kt,kt Chlorine (80%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5% of investment,5,yr,0,0,0,refurbishment interval,Brine (23%),16.6,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,6.08,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Caustic soda (30%),32,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlorine (80%),1,kt,0,0,0,0,Caustic soda (32%),32.8,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Hydrogen (27%),0.0862,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Brine (17%),14.6,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Heat,1.49,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,Waste heat (<50C),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,Commercially available,CD0012,CD0007,CD0030,CD0006,0,0,0,0,0,0,0,0,0,CD0012,CD0009,CD0405,CD0014,CD0402,0,0,0,0,0,0,0
TC0282,Multiple (2) effect vaporisation,2021,"Vaporization of caustic soda from 32% to 50%, using MEV with 2 effects",Caustic soda (50%),kt,kt Caustic soda (50%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3 that of MEV4,20,yr,0,0,0,refurbishment interval,Steam (low pressure - 1-9 bar),0.81,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,"10% efficiency gain per effect, reconstructed by multiplying MEV steam consumption with 1.21",Electricity,0.135,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,taken to be the same as MEV4,Caustic soda (32%),1.56,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caustic soda (50%),1,kt,0,0,0,0,Water,0.563,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0004,CD0005,CD0030,CD0009,0,0,0,0,0,0,0,0,0,CD0004,CD0010,0,0,0,0,0,0,0,0,0,0
TC0283,Multiple (4) effect vaporisation,2021,"Vaporization of caustic soda from 32% to 50%, using MEV with 4 effects",Caustic soda (50%),kt,kt Caustic soda (50%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5% of investment,20,yr,0,0,0,refurbishment interval,Steam (low pressure - 1-9 bar),0.675,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,0.135,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Caustic soda (32%),1.56,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caustic soda (50%),1,kt,0,0,0,0,Water,0.563,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0004,CD0005,CD0030,CD0009,0,0,0,0,0,0,0,0,0,CD0004,CD0010,0,0,0,0,0,0,0,0,0,0
TC0284,Multiple (5) effect vaporisation,2021,"Vaporization of caustic soda from 32% to 50%, using MEV with 5 effects",Caustic soda (50%),kt,kt Caustic soda (50%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5% of investment,20,yr,0,0,0,refurbishment interval,Steam (low pressure - 1-9 bar),0.544,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,0.17,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Caustic soda (32%),1.56,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caustic soda (50%),1,kt,0,0,0,0,Water,0.563,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0004,CD0005,CD0030,CD0009,0,0,0,0,0,0,0,0,0,CD0004,CD0010,0,0,0,0,0,0,0,0,0,0
TC0285,Vaporisation with MVR,2021,"Vaporization of caustic soda from 32% to 50%, using Mechanical vapour recompression",Caustic soda (50%),kt,kt Caustic soda (50%)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5% of investment,10,yr,0,0,0,refurbishment interval,Steam (low pressure - 1-9 bar),0.34,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,0.169,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Caustic soda (32%),1.56,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caustic soda (50%),1,kt,0,0,0,0,Water,0.563,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0004,CD0005,CD0030,CD0009,0,0,0,0,0,0,0,0,0,CD0004,CD0010,0,0,0,0,0,0,0,0,0,0
TC0286,Hydrogen processing,2021,Cooling and compression of hydrogen,Hydrogen,kt,kt Hydrogen/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,yr,0,0,0,refurbishment interval,Water,2.64,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,2.2,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Hydrogen (27%),3.7,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hydrogen (gas),1,kt,0,0,0,0,Water,2.78,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0003,CD0010,CD0030,CD0405,0,0,0,0,0,0,0,0,0,CD0003,CD0010,0,0,0,0,0,0,0,0,0,0
TC0287,Chlorine liquifaction,2021,"Cooling, compression and liquefaction of chlorine",Chlorine (liquid),kt,kt Chlorine (liquid)/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,yr,0,0,0,refurbishment interval,Water,0.2,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Electricity,0.4,TJ,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,Chlorine gas (80%),1.2,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlorine (liquid),1,kt,0,0,0,0,Water,0.2,kt,0,0,Scherpbier & Eerens (2021). Decarbonisation options for the Dutch chlor-alkali industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0008,CD0010,CD0030,CD0406,0,0,0,0,0,0,0,0,0,CD0008,CD0010,0,0,0,0,0,0,0,0,0,0
TC0288,CHP. Polycarbonate,2018,Natural gas fired gas turbine CHP,Steam (medium pressure - 10-19 bar),PJ,MWth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural gas,0.0573,PJ,0,0,"SABIC IP BoZ, personal communication",CHP Thermal efficiency 55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam (medium pressure - 10-19 bar),0.0315,PJ,0,0,"SABIC IP BoZ, personal communication, 2020",CHP Thermal efficiency 55%. Output steam is 240 °C and 18 barg,Electricity,0.016,PJ,0,0,"SABIC IP BoZ, personal communication, 2020",CHP Electrical efficiency 28%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,kt,0,0,"CHP emission factors calculated based on: European Commission. (2018). Annexes to the Commission Delegated Regulation determining transitional Union-wide rules for harmonised free allocation of emission allowances pursuant to Article 10a of Directive 2003/87/EC of the European Parliament and of the Council. Cogeneration Observatory and Dissemination Europe (CODE2). (2014). D5.1 - Final Cogeneration Roadmap Member State: The Netherlands. Assuming total emissions of 195,074,000 kgCO2 as registered by NEa (2018). Reference efficiency steam = 85%. ","The emission factor for heat  generation by the cogenerator is determined at 48.41 kgCO2/GJth for heat. The emission factor for electricity generation by the cogenerator is determined at 0.38 kgCO2/kWh for electricity. Or, in other words: 56,6 ktCO2/PJ natural gas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0142,CD0026,0,0,0,0,0,0,0,0,0,0,0,CD0142,CD0030,0,0,0,0,0,0,0,0,0,0
